station_code,measure_date,hyear,TA_30MIN_MEAN,VW_30MIN_MEAN,VW_30MIN_MAX,DW_30MIN_MEAN,RH_30MIN_MEAN,DW_30MIN_SD,HS,TS0_30MIN_MEAN,TS25_30MIN_MEAN,TS50_30MIN_MEAN,TS100_30MIN_MEAN,RSWR_30MIN_MEAN,TSS_30MIN_MEAN
ADE2,2022-12-23 01:00:00+00:00,2023,0.6,2.4,6.5,258.7,99.8,33.0,60.5,0.0,-0.2,-0.2,0.1,-0.0,-0.0
ADE2,2022-12-23 01:30:00+00:00,2023,0.6,3.1,7.5,257.7,100.0,26.8,58.0,0.0,-0.2,-0.2,0.2,-0.0,-0.0
ADE2,2022-12-23 02:00:00+00:00,2023,1.2,2.9,9.0,267.8,98.6,34.5,58.8,0.0,-0.2,-0.1,0.8,-0.0,0.2
ADE2,2022-12-23 02:30:00+00:00,2023,0.9,1.6,5.5,254.9,99.5,34.0,59.9,0.0,-0.1,-0.1,0.5,-0.0,0.1
ADE2,2022-12-23 03:00:00+00:00,2023,0.5,1.8,5.1,254.2,100.0,29.6,57.8,0.0,-0.1,-0.1,0.1,-0.0,0.0
ADE2,2022-12-23 03:30:00+00:00,2023,0.8,2.1,6.8,264.9,99.9,33.1,58.9,0.0,-0.1,-0.1,0.6,-0.0,0.1
ADE2,2022-12-23 04:00:00+00:00,2023,1.1,1.9,8.4,262.1,99.8,41.0,58.1,0.0,-0.1,-0.1,0.7,-0.0,0.1
ADE2,2022-12-23 04:30:00+00:00,2023,0.9,1.6,6.3,255.9,99.7,32.4,58.7,0.0,-0.1,-0.1,0.4,-0.0,0.1
ADE2,2022-12-23 05:00:00+00:00,2023,1.0,1.2,5.1,268.2,99.7,35.3,56.4,0.0,-0.1,-0.0,0.6,-0.0,0.1
ADE2,2022-12-23 05:30:00+00:00,2023,0.3,1.0,4.8,260.3,100.0,29.3,56.9,0.0,-0.1,-0.0,0.0,-0.0,-0.0
ADE2,2022-12-23 06:00:00+00:00,2023,-0.0,0.1,2.9,271.1,100.0,12.5,51.2,0.0,-0.1,-0.0,-0.0,-0.0,-0.1
ADE2,2022-12-23 06:30:00+00:00,2023,-0.0,0.1,1.8,275.7,100.0,8.3,52.8,0.0,-0.1,-0.0,-0.0,-0.0,-0.1
ADE2,2022-12-23 07:00:00+00:00,2023,0.0,1.2,6.5,279.4,100.0,32.1,54.1,0.0,-0.1,-0.0,-0.0,0.1,0.0
ADE2,2022-12-23 07:30:00+00:00,2023,0.2,1.8,9.6,269.4,100.0,41.8,59.0,0.0,-0.1,-0.0,-0.0,1.9,0.1
ADE2,2022-12-23 08:00:00+00:00,2023,0.6,1.8,5.8,262.3,100.0,31.0,65.2,0.0,-0.1,0.0,0.1,8.4,0.1
ADE2,2022-12-23 08:30:00+00:00,2023,0.8,1.4,7.3,265.9,99.9,39.8,66.2,0.0,-0.1,0.0,0.4,21.8,0.1
ADE2,2022-12-23 09:00:00+00:00,2023,1.4,2.0,7.0,258.8,98.5,31.2,66.3,0.0,-0.1,0.1,0.9,39.7,0.1
ADE2,2022-12-23 09:30:00+00:00,2023,1.6,1.8,7.6,324.0,97.7,35.3,66.6,0.0,-0.1,0.1,1.2,60.1,0.2
ADE2,2022-12-23 10:00:00+00:00,2023,2.0,2.6,8.2,313.6,96.0,37.5,65.9,0.0,-0.1,0.1,1.4,61.1,0.2
ADE2,2022-12-23 10:30:00+00:00,2023,1.2,2.8,11.9,308.9,99.0,30.1,63.9,0.0,-0.1,0.1,0.7,50.7,0.1
ADE2,2022-12-23 11:00:00+00:00,2023,0.9,2.2,9.2,338.3,98.9,30.4,63.7,0.0,-0.1,0.1,0.2,60.8,0.0
ADE2,2022-12-23 11:30:00+00:00,2023,1.7,2.9,7.0,325.5,94.0,26.4,64.3,0.0,-0.1,0.1,1.0,79.9,0.2
ADE2,2022-12-23 12:00:00+00:00,2023,1.4,2.7,10.7,322.4,97.2,29.6,62.3,0.0,-0.1,0.1,0.9,81.8,0.1
ADE2,2022-12-23 12:30:00+00:00,2023,0.9,3.0,7.5,321.4,99.4,26.4,62.9,0.0,-0.1,0.1,0.2,60.7,0.1
ADE2,2022-12-23 13:00:00+00:00,2023,0.7,2.4,8.0,328.5,99.6,22.4,62.8,0.0,-0.1,0.1,0.0,63.5,0.1
ADE2,2022-12-23 13:30:00+00:00,2023,0.6,2.7,7.8,341.6,100.0,22.2,59.7,0.0,-0.1,0.1,0.0,52.4,0.0
ADE2,2022-12-23 14:00:00+00:00,2023,0.7,3.7,11.9,330.0,99.8,26.7,62.2,0.0,-0.1,0.1,-0.0,34.5,0.1
ADE2,2022-12-23 14:30:00+00:00,2023,0.6,3.3,11.8,331.2,100.0,30.3,62.6,0.0,-0.1,0.1,-0.0,28.2,0.0
ADE2,2022-12-23 15:00:00+00:00,2023,0.6,2.5,7.6,328.5,99.8,29.4,63.2,0.0,-0.1,0.1,-0.0,18.6,0.0
ADE2,2022-12-23 15:30:00+00:00,2023,0.5,2.0,13.3,309.3,100.0,25.3,62.9,0.0,-0.1,0.1,0.0,8.2,0.0
ADE2,2022-12-23 16:00:00+00:00,2023,0.7,2.6,7.4,315.6,100.0,27.1,66.0,0.0,-0.1,0.1,0.3,1.5,0.0
ADE2,2022-12-23 16:30:00+00:00,2023,0.7,2.9,10.7,315.3,100.0,25.6,66.7,0.0,-0.1,0.1,0.3,0.1,0.1
ADE2,2022-12-23 17:00:00+00:00,2023,0.7,3.2,10.5,308.4,99.6,28.6,64.8,0.0,-0.1,0.1,0.2,-0.0,0.1
ADE2,2022-12-23 17:30:00+00:00,2023,1.3,2.8,10.3,278.5,98.6,36.6,65.9,0.0,-0.1,0.1,0.8,-0.0,0.2
ADE2,2022-12-23 18:00:00+00:00,2023,1.4,2.8,9.7,304.0,98.4,32.8,65.1,0.0,-0.1,0.1,0.8,-0.0,0.1
ADE2,2022-12-23 18:30:00+00:00,2023,0.7,2.1,8.7,300.4,99.8,37.2,67.3,0.0,-0.1,0.1,0.1,-0.0,0.1
ADE2,2022-12-23 19:00:00+00:00,2023,0.7,3.1,11.1,318.3,100.0,28.9,65.6,0.0,-0.1,0.1,0.0,-0.0,0.1
ADE2,2022-12-23 19:30:00+00:00,2023,0.2,1.4,6.9,273.9,100.0,37.2,65.1,0.0,-0.1,0.1,-0.0,-0.0,-0.1
ADE2,2022-12-23 20:00:00+00:00,2023,-0.1,0.9,4.4,252.7,100.0,30.6,61.2,0.1,-0.1,0.1,-0.1,-0.0,-0.4
ADE2,2022-12-23 20:30:00+00:00,2023,-0.2,,,,100.0,0.0,63.3,0.1,-0.1,0.1,-0.3,-0.0,-0.5
ADE2,2022-12-23 21:00:00+00:00,2023,0.2,2.8,11.7,328.8,100.0,22.2,68.7,0.1,-0.1,0.1,-0.0,-0.0,-0.1
ADE2,2022-12-23 21:30:00+00:00,2023,0.4,2.7,8.7,316.6,99.7,25.0,69.0,0.1,-0.1,0.1,-0.0,-0.0,-0.1
ADE2,2022-12-23 22:00:00+00:00,2023,0.6,1.4,6.3,317.1,96.5,47.1,69.0,0.1,-0.1,0.1,0.0,-0.0,-0.2
ADE2,2022-12-23 22:30:00+00:00,2023,0.5,1.5,6.3,303.2,98.6,43.6,63.8,0.1,-0.1,0.1,0.0,-0.0,0.0
ADE2,2022-12-23 23:00:00+00:00,2023,0.3,1.9,7.9,304.9,97.8,45.2,67.7,0.1,-0.1,0.1,-0.0,-0.0,-0.3
ADE2,2022-12-23 23:30:00+00:00,2023,0.4,2.8,8.6,326.1,95.3,27.1,69.6,0.1,-0.1,0.1,-0.2,-0.0,-0.5
ADE2,2022-12-24 00:00:00+00:00,2023,-0.0,2.4,6.9,322.9,99.4,22.4,70.2,0.1,-0.1,0.1,-0.4,-0.0,-0.5
ADE2,2022-12-24 00:30:00+00:00,2023,0.0,2.1,6.0,317.0,99.5,36.0,67.0,0.1,-0.1,0.1,-0.2,-0.0,-0.3
ADE2,2022-12-24 01:00:00+00:00,2023,-0.1,1.6,4.7,341.3,100.0,26.4,60.5,0.1,-0.1,0.1,-0.3,-0.0,-0.5
ADE2,2022-12-24 01:30:00+00:00,2023,-0.2,2.0,6.9,339.7,100.0,26.6,69.0,0.1,-0.1,0.1,-0.4,-0.0,-0.4
ADE2,2022-12-24 02:00:00+00:00,2023,0.0,2.7,10.3,318.6,100.0,26.8,70.9,0.1,-0.1,0.1,-0.1,-0.0,-0.3
ADE2,2022-12-24 02:30:00+00:00,2023,-0.1,2.5,10.5,304.3,100.0,34.0,73.1,0.1,-0.1,0.1,-0.3,-0.0,-0.4
ADE2,2022-12-24 03:00:00+00:00,2023,-0.3,1.3,4.3,356.7,100.0,40.4,73.6,0.1,-0.1,0.1,-0.4,-0.0,-0.6
ADE2,2022-12-24 03:30:00+00:00,2023,-0.0,1.2,4.7,339.4,100.0,35.9,75.4,0.1,-0.1,0.1,-0.2,-0.0,-0.4
ADE2,2022-12-24 04:00:00+00:00,2023,0.1,2.6,9.4,319.3,100.0,31.1,74.4,0.1,-0.1,0.1,-0.1,-0.0,-0.3
ADE2,2022-12-24 04:30:00+00:00,2023,-0.2,3.9,10.2,322.7,100.0,17.2,76.3,0.1,-0.1,0.1,-0.4,-0.0,-0.5
ADE2,2022-12-24 05:00:00+00:00,2023,-0.3,1.3,4.8,351.3,100.0,41.2,76.6,0.1,-0.1,0.1,-0.4,-0.0,-0.7
ADE2,2022-12-24 05:30:00+00:00,2023,-0.1,1.4,5.4,336.0,100.0,39.9,76.2,0.1,-0.1,0.1,-0.1,-0.0,-0.5
ADE2,2022-12-24 06:00:00+00:00,2023,0.1,2.1,7.4,332.4,100.0,26.9,76.2,0.1,-0.1,0.1,0.0,-0.0,-0.3
ADE2,2022-12-24 06:30:00+00:00,2023,0.3,2.9,8.8,324.6,100.0,35.0,75.1,0.1,-0.1,0.1,0.1,-0.0,-0.1
ADE2,2022-12-24 07:00:00+00:00,2023,0.4,2.3,8.9,306.4,99.8,33.9,74.8,0.1,-0.1,0.1,0.2,0.1,-0.0
ADE2,2022-12-24 07:30:00+00:00,2023,0.2,2.0,8.0,305.9,100.0,32.9,72.4,0.1,-0.1,0.1,0.1,2.2,-0.0
ADE2,2022-12-24 08:00:00+00:00,2023,0.2,1.3,5.2,309.8,100.0,35.7,73.7,0.1,-0.1,0.1,0.1,10.6,-0.0
ADE2,2022-12-24 08:30:00+00:00,2023,0.4,2.2,7.9,317.1,100.0,28.4,73.0,0.1,-0.1,0.1,0.4,36.9,0.1
ADE2,2022-12-24 09:00:00+00:00,2023,0.8,2.6,12.7,312.9,99.2,32.6,73.4,0.1,-0.1,0.1,0.8,56.6,0.1
ADE2,2022-12-24 09:30:00+00:00,2023,1.1,2.7,11.2,303.8,95.9,38.2,72.8,0.1,-0.1,0.1,1.1,76.8,0.1
ADE2,2022-12-24 10:00:00+00:00,2023,1.4,1.5,8.0,320.1,94.3,29.2,72.9,0.1,-0.1,0.1,1.5,90.9,0.1
ADE2,2022-12-24 10:30:00+00:00,2023,1.6,0.6,4.2,123.0,93.7,26.0,74.7,0.1,-0.1,0.1,1.6,93.0,0.2
ADE2,2022-12-24 11:00:00+00:00,2023,2.2,0.7,7.2,290.8,84.7,56.1,75.0,0.1,-0.1,0.1,2.6,121.4,0.2
ADE2,2022-12-24 11:30:00+00:00,2023,2.6,0.9,5.9,287.5,80.4,47.3,74.3,0.0,-0.1,0.1,3.0,133.9,0.2
ADE2,2022-12-24 12:00:00+00:00,2023,1.8,1.0,3.6,326.9,88.6,42.7,74.6,0.1,-0.1,0.1,2.1,130.1,0.0
ADE2,2022-12-24 12:30:00+00:00,2023,2.0,0.7,3.8,301.1,88.1,49.1,74.0,0.0,-0.1,0.1,2.4,147.9,0.2
ADE2,2022-12-24 13:00:00+00:00,2023,2.2,0.4,2.2,344.0,86.7,42.2,73.7,0.1,-0.1,0.1,2.5,125.7,0.2
ADE2,2022-12-24 13:30:00+00:00,2023,2.2,0.4,2.2,41.7,85.7,50.0,73.3,0.0,-0.1,0.1,2.4,109.6,0.1
ADE2,2022-12-24 14:00:00+00:00,2023,1.6,0.3,2.9,329.4,91.2,43.9,73.0,0.0,-0.1,0.1,1.7,72.5,0.1
ADE2,2022-12-24 14:30:00+00:00,2023,1.3,0.4,2.5,265.4,95.0,43.0,72.9,0.0,-0.1,0.1,1.4,56.9,0.1
ADE2,2022-12-24 15:00:00+00:00,2023,1.1,0.1,1.1,133.1,96.5,33.4,73.0,0.0,-0.1,0.1,0.9,26.2,0.0
ADE2,2022-12-24 15:30:00+00:00,2023,0.9,0.5,2.1,97.4,97.2,39.3,73.0,0.0,-0.1,0.1,0.6,17.4,-0.1
ADE2,2022-12-24 16:00:00+00:00,2023,1.4,0.4,2.9,134.2,90.5,54.8,72.8,0.0,-0.1,0.1,0.6,4.4,-0.6
ADE2,2022-12-24 16:30:00+00:00,2023,1.2,1.0,4.8,93.2,90.9,33.9,71.6,0.0,-0.1,0.1,0.1,0.6,-1.8
ADE2,2022-12-24 17:00:00+00:00,2023,1.9,0.8,3.7,61.4,81.3,45.5,70.9,0.0,-0.1,0.1,0.5,-0.0,-2.5
ADE2,2022-12-24 17:30:00+00:00,2023,1.5,1.0,2.3,86.3,84.1,33.3,70.4,0.0,-0.1,0.1,-0.0,-0.0,-3.3
ADE2,2022-12-24 18:00:00+00:00,2023,1.1,0.8,3.0,75.3,86.2,39.2,69.8,0.0,-0.1,0.1,-0.6,-0.0,-4.4
ADE2,2022-12-24 18:30:00+00:00,2023,0.5,0.6,3.1,93.6,90.9,37.9,69.9,0.0,-0.1,0.1,-1.1,-0.0,-4.4
ADE2,2022-12-24 19:00:00+00:00,2023,0.6,0.1,2.1,136.5,96.3,59.2,69.2,0.0,-0.1,0.1,-0.1,-0.0,-2.0
ADE2,2022-12-24 19:30:00+00:00,2023,0.9,0.3,1.4,105.9,97.0,47.2,69.2,0.0,-0.1,0.1,0.1,-0.0,-1.5
ADE2,2022-12-24 20:00:00+00:00,2023,1.0,0.4,2.0,61.7,95.3,35.9,69.1,0.0,-0.1,0.1,0.3,-0.0,-1.5
ADE2,2022-12-24 20:30:00+00:00,2023,0.9,0.7,1.9,99.7,96.2,15.7,69.2,0.0,-0.1,0.1,0.4,-0.0,-0.9
ADE2,2022-12-24 21:00:00+00:00,2023,1.2,0.9,3.3,100.6,94.5,27.2,68.8,0.0,-0.1,0.1,0.4,-0.0,-1.5
ADE2,2022-12-24 21:30:00+00:00,2023,2.7,0.5,5.7,312.5,79.1,57.0,69.1,0.0,-0.1,0.1,1.5,-0.0,-2.0
ADE2,2022-12-24 22:00:00+00:00,2023,1.6,0.5,1.5,113.0,81.2,27.8,69.6,0.0,-0.1,0.1,-0.6,-0.0,-4.4
ADE2,2022-12-24 22:30:00+00:00,2023,1.5,0.9,2.0,85.9,79.5,22.4,69.5,0.0,-0.1,0.1,-0.8,-0.0,-5.6
ADE2,2022-12-24 23:00:00+00:00,2023,1.6,0.8,2.3,101.6,78.0,42.5,68.9,0.0,-0.1,0.1,-0.1,-0.0,-5.1
ADE2,2022-12-24 23:30:00+00:00,2023,1.4,1.1,2.5,92.3,76.7,23.0,69.4,0.0,-0.1,0.1,-0.8,-0.0,-5.7
ADE2,2022-12-25 00:00:00+00:00,2023,1.2,1.3,3.2,103.0,78.0,27.9,69.0,0.0,-0.1,0.1,-0.5,-0.0,-5.2
ADE2,2022-12-25 00:30:00+00:00,2023,1.4,1.2,2.5,73.1,77.6,24.3,69.0,0.0,-0.1,0.1,-0.2,-0.0,-5.0
ADE2,2022-12-25 01:00:00+00:00,2023,1.3,0.6,2.0,71.5,77.1,46.8,68.7,0.0,-0.1,0.1,-0.9,-0.0,-5.8
ADE2,2022-12-25 01:30:00+00:00,2023,1.7,0.6,3.5,135.1,74.8,44.5,68.4,0.0,-0.1,0.1,-0.9,-0.0,-6.3
ADE2,2022-12-25 02:00:00+00:00,2023,4.5,2.2,7.6,168.1,58.9,28.8,70.4,0.0,-0.1,0.0,3.2,-0.0,-2.7
ADE2,2022-12-25 02:30:00+00:00,2023,4.5,0.3,5.7,204.4,57.2,67.5,69.4,0.0,-0.1,0.0,2.5,-0.0,-3.6
ADE2,2022-12-25 03:00:00+00:00,2023,3.5,0.7,3.5,117.7,58.8,42.0,70.3,0.0,-0.1,0.0,0.9,-0.0,-5.2
ADE2,2022-12-25 03:30:00+00:00,2023,3.3,0.2,5.1,57.7,56.3,65.2,69.7,0.0,-0.1,0.0,0.1,-0.0,-5.9
ADE2,2022-12-25 04:00:00+00:00,2023,4.3,0.3,5.8,324.8,46.7,68.0,70.3,0.0,-0.1,0.0,1.9,-0.0,-5.2
ADE2,2022-12-25 04:30:00+00:00,2023,4.3,0.5,5.6,196.2,41.2,61.1,70.8,0.0,-0.1,0.0,1.7,-0.0,-5.8
ADE2,2022-12-25 05:00:00+00:00,2023,4.9,0.6,4.2,176.9,35.3,57.2,70.8,0.0,-0.1,0.0,2.2,-0.0,-6.0
ADE2,2022-12-25 05:30:00+00:00,2023,5.4,1.5,8.1,168.5,30.8,48.7,72.1,0.0,-0.1,0.0,3.6,-0.0,-4.7
ADE2,2022-12-25 06:00:00+00:00,2023,5.4,1.2,7.6,171.4,31.1,46.5,70.9,0.0,-0.1,0.0,3.1,-0.0,-5.1
ADE2,2022-12-25 06:30:00+00:00,2023,5.7,2.2,6.7,156.5,33.3,32.1,71.4,0.0,-0.1,0.0,3.9,-0.0,-3.9
ADE2,2022-12-25 07:00:00+00:00,2023,5.5,1.6,7.0,171.0,35.3,44.3,71.2,0.0,-0.1,0.0,3.8,0.4,-3.7
ADE2,2022-12-25 07:30:00+00:00,2023,5.8,1.5,7.7,168.9,34.1,50.6,70.7,0.0,-0.1,0.0,4.3,8.9,-3.4
ADE2,2022-12-25 08:00:00+00:00,2023,6.1,1.8,12.2,164.8,34.1,45.1,71.3,0.0,-0.1,0.0,4.6,20.9,-3.1
ADE2,2022-12-25 08:30:00+00:00,2023,6.0,2.4,10.4,159.8,36.5,43.0,71.1,0.0,-0.1,0.0,4.9,24.6,-2.4
ADE2,2022-12-25 09:00:00+00:00,2023,6.3,1.0,7.5,173.8,33.5,57.7,71.1,0.0,-0.1,0.0,4.6,28.9,-3.4
ADE2,2022-12-25 09:30:00+00:00,2023,6.3,0.6,6.3,233.2,31.9,62.6,71.0,0.0,-0.1,0.0,4.6,42.7,-3.9
ADE2,2022-12-25 10:00:00+00:00,2023,5.4,1.6,4.7,140.0,34.5,35.9,70.6,0.0,-0.1,0.0,3.8,77.5,-3.8
ADE2,2022-12-25 10:30:00+00:00,2023,6.0,2.1,8.1,143.5,32.1,20.4,71.0,0.0,-0.1,0.0,4.5,55.4,-3.5
ADE2,2022-12-25 11:00:00+00:00,2023,6.6,2.4,8.8,150.2,29.1,29.8,70.6,0.0,-0.1,0.0,5.3,70.0,-3.3
ADE2,2022-12-25 11:30:00+00:00,2023,6.8,2.3,9.1,145.4,28.2,37.5,71.0,0.0,-0.1,0.0,5.7,83.3,-2.7
ADE2,2022-12-25 12:00:00+00:00,2023,6.6,0.6,6.1,221.0,29.4,66.5,70.6,0.0,-0.1,0.0,5.3,63.9,-3.3
ADE2,2022-12-25 12:30:00+00:00,2023,6.8,0.9,9.0,185.6,29.6,67.5,70.4,0.0,-0.1,0.0,6.3,168.6,-2.0
ADE2,2022-12-25 13:00:00+00:00,2023,7.2,1.6,9.5,155.4,28.1,48.8,69.9,0.0,-0.1,0.0,7.4,236.6,-1.2
ADE2,2022-12-25 13:30:00+00:00,2023,6.8,2.8,8.9,147.8,29.8,25.7,70.0,0.0,-0.1,0.0,5.7,235.4,-1.9
ADE2,2022-12-25 14:00:00+00:00,2023,6.5,1.4,8.9,148.0,28.9,53.5,70.6,0.0,-0.1,0.0,5.4,64.4,-2.6
ADE2,2022-12-25 14:30:00+00:00,2023,6.5,1.1,6.8,154.0,25.9,55.3,70.8,0.0,-0.1,0.0,5.2,54.0,-3.3
ADE2,2022-12-25 15:00:00+00:00,2023,6.5,2.0,8.5,157.1,25.6,40.8,70.8,0.0,-0.1,0.0,4.9,30.4,-3.8
ADE2,2022-12-25 15:30:00+00:00,2023,6.1,1.9,8.6,153.6,26.4,38.4,71.0,0.0,-0.1,0.0,4.4,24.9,-3.8
ADE2,2022-12-25 16:00:00+00:00,2023,6.0,1.3,8.9,166.6,24.2,55.2,71.1,0.0,-0.1,0.0,4.3,5.4,-4.5
ADE2,2022-12-25 16:30:00+00:00,2023,6.4,1.9,9.8,163.4,21.5,43.5,71.0,0.0,-0.1,0.0,4.5,0.4,-4.6
ADE2,2022-12-25 17:00:00+00:00,2023,6.7,1.6,10.4,168.2,22.7,54.8,71.1,0.0,-0.1,0.0,5.0,-0.0,-4.0
ADE2,2022-12-25 17:30:00+00:00,2023,6.8,1.9,11.5,155.8,22.6,51.8,70.5,0.0,-0.1,0.0,5.2,-0.0,-3.9
ADE2,2022-12-25 18:00:00+00:00,2023,6.7,1.8,13.3,173.6,23.8,56.0,70.6,0.0,-0.1,0.0,5.2,-0.0,-3.5
ADE2,2022-12-25 18:30:00+00:00,2023,6.7,2.4,9.7,165.3,23.2,46.8,70.9,0.0,-0.1,0.0,5.3,-0.0,-3.6
ADE2,2022-12-25 19:00:00+00:00,2023,6.7,2.7,9.9,153.8,21.7,41.2,70.0,0.0,-0.1,0.0,5.1,-0.0,-4.0
ADE2,2022-12-25 19:30:00+00:00,2023,6.8,1.6,8.5,168.1,20.7,50.0,70.5,0.0,-0.1,0.0,5.0,-0.0,-4.3
ADE2,2022-12-25 20:00:00+00:00,2023,6.7,1.8,8.4,169.2,22.2,43.8,70.6,0.0,-0.1,0.0,4.9,-0.0,-4.4
ADE2,2022-12-25 20:30:00+00:00,2023,6.2,1.4,8.9,176.6,21.2,48.3,70.4,0.0,-0.1,0.0,4.2,-0.0,-5.1
ADE2,2022-12-25 21:00:00+00:00,2023,6.5,1.4,8.0,173.9,20.3,47.1,70.8,0.0,-0.1,0.0,4.8,-0.0,-4.8
ADE2,2022-12-25 21:30:00+00:00,2023,6.4,0.9,7.7,190.0,21.8,60.4,70.0,0.0,-0.1,0.0,4.5,-0.0,-4.8
ADE2,2022-12-25 22:00:00+00:00,2023,6.2,1.7,8.7,165.4,23.4,34.9,70.4,0.0,-0.1,0.0,4.2,-0.0,-4.9
ADE2,2022-12-25 22:30:00+00:00,2023,6.1,1.9,7.2,163.5,24.4,32.7,70.3,0.0,-0.1,0.0,4.2,-0.0,-4.8
ADE2,2022-12-25 23:00:00+00:00,2023,5.4,0.6,6.7,178.3,26.6,60.8,68.9,0.0,-0.1,0.0,2.7,-0.0,-5.9
ADE2,2022-12-25 23:30:00+00:00,2023,3.5,0.8,4.7,116.4,32.8,43.7,68.6,0.0,-0.1,0.0,0.5,-0.0,-7.3
ADE2,2022-12-26 00:00:00+00:00,2023,3.4,0.8,2.0,94.6,32.7,27.9,69.8,0.0,-0.1,0.0,-0.2,-0.0,-7.8
ADE2,2022-12-26 00:30:00+00:00,2023,2.8,0.8,2.6,82.8,36.3,46.6,69.0,0.0,-0.1,0.0,-0.2,-0.0,-7.8
ADE2,2022-12-26 01:00:00+00:00,2023,2.3,0.9,5.7,78.7,39.5,45.4,68.1,0.0,-0.1,0.0,-0.3,-0.0,-7.6
ADE2,2022-12-26 01:30:00+00:00,2023,2.9,0.9,3.3,88.4,38.0,44.0,69.2,0.0,-0.1,0.0,0.5,-0.0,-7.1
ADE2,2022-12-26 02:00:00+00:00,2023,3.5,0.9,4.4,69.6,35.6,56.7,69.6,0.0,-0.1,0.0,1.0,-0.0,-6.9
ADE2,2022-12-26 02:30:00+00:00,2023,2.0,1.0,2.8,92.5,44.3,29.8,69.2,0.0,-0.1,0.0,-0.9,-0.0,-8.0
ADE2,2022-12-26 03:00:00+00:00,2023,3.0,1.0,5.6,128.2,42.2,47.4,68.4,0.0,-0.1,0.0,0.8,-0.0,-6.3
ADE2,2022-12-26 03:30:00+00:00,2023,4.5,1.7,7.2,161.3,35.6,45.0,68.8,0.0,-0.1,0.0,2.7,-0.0,-5.2
ADE2,2022-12-26 04:00:00+00:00,2023,5.1,0.4,7.7,187.7,33.9,71.0,69.4,0.0,-0.1,0.0,3.5,-0.0,-4.5
ADE2,2022-12-26 04:30:00+00:00,2023,4.2,0.5,11.5,125.4,38.7,68.8,68.8,0.0,-0.1,0.0,2.2,-0.0,-5.3
ADE2,2022-12-26 05:00:00+00:00,2023,4.1,0.5,5.6,184.9,39.5,69.4,69.4,0.0,-0.1,0.0,2.3,-0.0,-5.2
ADE2,2022-12-26 05:30:00+00:00,2023,4.7,1.2,6.5,188.7,37.7,57.1,69.4,0.0,-0.1,0.0,3.4,-0.0,-4.0
ADE2,2022-12-26 06:00:00+00:00,2023,3.1,0.2,4.7,100.1,45.5,74.9,69.2,0.0,-0.1,0.0,1.2,-0.0,-5.3
ADE2,2022-12-26 06:30:00+00:00,2023,2.5,0.5,4.9,106.0,47.6,63.1,68.2,0.0,-0.1,0.0,0.7,0.0,-5.4
ADE2,2022-12-26 07:00:00+00:00,2023,2.0,0.4,4.0,24.3,53.8,63.3,68.7,0.0,-0.1,0.0,0.1,0.5,-5.5
ADE2,2022-12-26 07:30:00+00:00,2023,0.6,0.7,2.6,85.0,63.7,43.7,68.4,0.0,-0.1,0.0,-1.1,8.1,-6.1
ADE2,2022-12-26 08:00:00+00:00,2023,1.4,0.4,4.4,79.3,59.7,69.1,68.0,0.0,-0.1,0.0,-0.1,31.7,-5.2
ADE2,2022-12-26 08:30:00+00:00,2023,2.3,0.6,4.5,123.0,53.8,62.9,68.6,0.0,-0.1,0.0,1.3,76.1,-3.8
ADE2,2022-12-26 09:00:00+00:00,2023,3.2,0.8,5.7,181.0,47.8,59.4,68.7,0.0,-0.1,0.0,2.6,96.7,-2.7
ADE2,2022-12-26 09:30:00+00:00,2023,1.5,0.7,5.1,51.6,62.5,55.8,68.3,0.0,-0.1,0.0,0.9,125.7,-3.3
ADE2,2022-12-26 10:00:00+00:00,2023,2.2,0.4,3.6,309.9,58.4,69.0,67.8,0.0,-0.1,0.0,1.9,142.2,-2.5
ADE2,2022-12-26 10:30:00+00:00,2023,1.8,0.4,4.5,49.9,63.7,65.0,68.4,0.0,-0.1,0.0,1.7,141.7,-1.8
ADE2,2022-12-26 11:00:00+00:00,2023,2.4,1.0,5.3,331.8,62.4,48.6,68.5,0.0,-0.1,0.0,2.5,140.1,-0.6
ADE2,2022-12-26 11:30:00+00:00,2023,2.4,0.6,8.9,170.5,65.4,69.4,68.3,0.0,-0.1,0.0,2.5,116.2,-0.3
ADE2,2022-12-26 12:00:00+00:00,2023,2.8,1.0,4.3,168.1,63.8,51.9,67.5,0.0,-0.1,0.0,3.1,158.5,0.0
ADE2,2022-12-26 12:30:00+00:00,2023,2.7,1.0,7.0,310.7,66.2,54.0,67.6,0.0,-0.1,0.0,2.8,122.9,-0.1
ADE2,2022-12-26 13:00:00+00:00,2023,1.3,0.9,4.8,302.9,84.0,35.0,66.0,0.0,-0.1,0.0,1.5,96.0,-0.2
ADE2,2022-12-26 13:30:00+00:00,2023,0.5,0.4,6.9,113.0,95.0,70.3,61.3,0.0,-0.1,0.0,0.4,66.1,-0.2
ADE2,2022-12-26 14:00:00+00:00,2023,2.1,0.5,9.9,281.8,76.9,73.6,62.7,0.0,-0.1,0.0,1.5,68.8,-0.0
ADE2,2022-12-26 14:30:00+00:00,2023,0.9,1.2,8.5,345.7,91.8,47.0,61.7,0.0,-0.1,0.0,0.5,46.0,-0.2
ADE2,2022-12-26 15:00:00+00:00,2023,1.5,0.4,6.2,345.0,84.6,69.4,57.0,0.0,-0.0,0.1,0.9,37.1,-0.1
