station_code,measure_date,hyear,TA_30MIN_MEAN,VW_30MIN_MEAN,VW_30MIN_MAX,DW_30MIN_MEAN,RH_30MIN_MEAN,DW_30MIN_SD,HS,TS0_30MIN_MEAN,TS25_30MIN_MEAN,TS50_30MIN_MEAN,TS100_30MIN_MEAN,RSWR_30MIN_MEAN,TSS_30MIN_MEAN
ADE2,2023-09-07 06:00:00+00:00,2023,13.2,1.0,2.4,88.1,50.1,23.1,-9.7,8.3,10.3,10.9,12.2,2.3,5.8
ADE2,2023-09-07 06:30:00+00:00,2023,13.3,0.9,2.2,92.1,49.8,19.9,-8.2,8.2,9.4,10.2,11.9,2.9,5.4
ADE2,2023-09-07 07:00:00+00:00,2023,13.7,1.4,3.1,108.2,46.3,20.0,-8.0,8.2,10.4,11.3,12.5,3.3,6.3
ADE2,2023-09-07 07:30:00+00:00,2023,14.7,2.2,4.1,123.6,41.1,15.8,-10.0,8.2,11.7,12.3,13.4,3.8,7.6
ADE2,2023-09-07 08:00:00+00:00,2023,15.5,1.8,3.8,116.8,39.9,16.4,-11.2,8.3,16.5,15.6,16.6,98.7,12.3
ADE2,2023-09-07 08:30:00+00:00,2023,16.9,1.2,2.6,126.8,36.2,16.9,-14.8,9.1,20.4,18.2,19.1,131.8,16.0
ADE2,2023-09-07 09:00:00+00:00,2023,18.5,0.2,2.0,116.7,33.9,37.6,-15.4,9.8,21.9,19.5,20.6,147.9,18.3
ADE2,2023-09-07 09:30:00+00:00,2023,17.8,0.6,1.3,325.5,45.1,15.9,-18.8,10.8,21.8,19.7,20.7,161.4,19.6
ADE2,2023-09-07 10:00:00+00:00,2023,17.2,0.5,1.5,309.0,49.9,25.1,-17.0,12.0,21.7,19.5,20.3,172.4,20.4
ADE2,2023-09-07 10:30:00+00:00,2023,16.8,0.9,1.8,316.4,53.7,18.2,-16.9,13.1,21.4,19.2,20.1,181.0,21.1
ADE2,2023-09-07 11:00:00+00:00,2023,16.4,0.9,2.2,318.5,65.9,22.5,-18.2,14.0,21.4,19.2,19.9,185.1,21.9
ADE2,2023-09-07 11:30:00+00:00,2023,16.4,1.2,2.7,310.2,65.9,22.3,-17.1,14.8,20.9,19.2,19.8,188.5,22.1
ADE2,2023-09-07 12:00:00+00:00,2023,16.5,1.1,3.0,307.7,71.7,28.3,-18.0,15.4,20.6,19.5,20.0,188.3,22.5
ADE2,2023-09-07 12:30:00+00:00,2023,16.5,1.2,3.1,310.4,74.0,27.3,-19.2,15.8,21.5,19.4,19.8,185.7,22.6
ADE2,2023-09-07 13:00:00+00:00,2023,16.5,1.3,3.0,311.7,71.3,21.4,-19.7,16.0,21.6,19.5,20.0,179.9,22.3
ADE2,2023-09-07 13:30:00+00:00,2023,16.6,1.4,3.1,311.5,72.2,19.2,-19.0,16.1,21.4,19.4,19.8,172.9,22.0
ADE2,2023-09-07 14:00:00+00:00,2023,16.7,1.2,3.1,308.8,75.9,23.4,-20.8,16.3,21.5,19.7,20.0,162.9,21.8
ADE2,2023-09-07 14:30:00+00:00,2023,16.3,1.3,3.2,312.6,84.1,18.3,-21.0,16.5,21.1,19.2,19.6,150.6,21.1
ADE2,2023-09-07 15:00:00+00:00,2023,16.5,1.1,2.8,306.3,86.5,25.0,-16.5,16.5,20.6,18.8,19.1,127.4,19.9
ADE2,2023-09-07 15:30:00+00:00,2023,15.6,0.9,2.5,302.3,90.9,25.6,-13.6,16.5,18.0,17.0,17.2,68.7,17.0
ADE2,2023-09-07 16:00:00+00:00,2023,14.8,0.3,1.3,311.7,98.1,26.2,-19.5,16.2,15.2,14.9,15.0,16.5,14.6
ADE2,2023-09-07 16:30:00+00:00,2023,14.4,0.6,2.1,310.1,99.9,17.6,-17.0,15.8,14.9,14.7,14.6,15.7,14.5
ADE2,2023-09-07 17:00:00+00:00,2023,14.0,0.4,1.4,323.1,99.9,16.5,-10.4,15.5,14.3,14.2,14.1,8.3,13.8
ADE2,2023-09-07 17:30:00+00:00,2023,13.8,0.6,1.4,322.8,99.9,17.9,-10.2,15.2,13.8,13.8,13.8,3.0,13.3
ADE2,2023-09-07 18:00:00+00:00,2023,13.5,0.3,1.7,327.6,99.9,26.1,-11.1,14.8,13.6,13.6,13.4,1.1,13.4
ADE2,2023-09-07 18:30:00+00:00,2023,13.3,0.4,1.4,316.7,99.9,14.4,-9.0,14.5,13.2,13.3,13.2,0.1,12.4
ADE2,2023-09-07 19:00:00+00:00,2023,13.1,0.1,0.8,314.3,99.9,27.8,-15.2,14.2,12.9,13.0,13.0,-0.0,12.2
ADE2,2023-09-07 19:30:00+00:00,2023,13.0,0.3,1.8,116.8,99.9,43.0,-9.6,13.9,12.3,12.6,12.8,-0.0,11.2
ADE2,2023-09-07 20:00:00+00:00,2023,12.8,0.1,1.4,307.8,100.0,19.0,-7.9,13.5,12.1,12.4,12.5,-0.0,10.9
ADE2,2023-09-07 20:30:00+00:00,2023,12.6,0.2,2.1,103.0,100.0,39.4,-7.8,13.2,11.3,11.8,12.3,-0.0,9.9
ADE2,2023-09-07 21:00:00+00:00,2023,12.6,0.3,1.8,84.6,99.2,35.4,-8.0,12.7,10.1,10.8,11.8,-0.0,7.6
ADE2,2023-09-07 21:30:00+00:00,2023,12.2,0.1,1.6,112.7,98.8,47.3,-8.1,12.2,10.6,11.2,11.6,-0.0,8.9
ADE2,2023-09-07 22:00:00+00:00,2023,11.9,0.4,1.5,109.7,98.4,34.0,-7.5,12.0,9.8,10.4,11.1,-0.0,8.2
ADE2,2023-09-07 22:30:00+00:00,2023,12.1,0.2,1.0,114.4,94.8,29.0,,11.6,8.6,9.7,11.1,-0.0,6.5
ADE2,2023-09-07 23:00:00+00:00,2023,12.1,0.3,1.2,126.0,91.5,36.5,-16.7,11.1,8.5,9.7,11.0,-0.0,6.4
ADE2,2023-09-07 23:30:00+00:00,2023,12.4,0.8,1.5,113.7,74.9,11.2,-11.5,10.7,7.7,9.6,10.8,-0.0,6.5
ADE2,2023-09-08 00:00:00+00:00,2023,12.9,0.5,1.2,122.3,59.3,16.5,-11.0,10.3,7.4,9.5,11.1,-0.0,5.5
ADE2,2023-09-08 00:30:00+00:00,2023,12.4,0.7,1.7,111.1,63.1,25.4,-9.3,10.0,8.0,9.5,10.8,-0.0,5.7
ADE2,2023-09-08 01:00:00+00:00,2023,12.2,0.8,1.4,116.3,63.2,15.8,-7.4,9.7,7.6,9.1,10.3,-0.0,5.5
ADE2,2023-09-08 01:30:00+00:00,2023,11.7,0.6,1.5,123.0,66.3,17.6,-7.4,9.4,7.3,8.8,10.0,-0.0,5.1
ADE2,2023-09-08 02:00:00+00:00,2023,11.5,0.6,1.3,121.9,69.3,21.6,-7.2,9.2,7.2,8.7,9.9,-0.0,4.8
ADE2,2023-09-08 02:30:00+00:00,2023,11.3,0.6,1.3,119.0,70.6,19.4,-7.7,8.9,7.1,8.4,9.6,-0.0,4.7
ADE2,2023-09-08 03:00:00+00:00,2023,11.2,0.7,1.3,116.0,70.7,17.4,-7.5,8.7,6.9,8.2,9.3,-0.0,4.7
ADE2,2023-09-08 03:30:00+00:00,2023,10.9,0.8,1.2,119.5,72.9,12.2,-7.5,8.5,6.9,8.2,9.2,-0.0,3.8
ADE2,2023-09-08 04:00:00+00:00,2023,11.0,0.7,1.4,113.2,79.0,11.5,-7.5,8.3,6.8,8.2,9.2,-0.0,3.9
ADE2,2023-09-08 04:30:00+00:00,2023,11.0,0.8,1.5,106.0,84.0,16.1,-7.5,8.1,7.8,8.6,9.8,-0.0,4.3
ADE2,2023-09-08 05:00:00+00:00,2023,10.6,0.7,1.3,116.4,86.9,13.8,-7.9,8.0,7.0,8.1,9.0,0.4,3.9
ADE2,2023-09-08 05:30:00+00:00,2023,10.7,0.7,1.2,116.0,85.7,10.4,-8.3,7.9,7.3,8.3,9.3,1.7,4.0
ADE2,2023-09-08 06:00:00+00:00,2023,10.8,0.6,1.7,108.8,85.9,17.4,-8.5,7.8,7.6,8.5,9.6,2.8,4.4
ADE2,2023-09-08 06:30:00+00:00,2023,10.7,0.5,1.2,116.1,89.2,10.9,-8.7,7.8,7.8,8.5,9.5,3.4,4.7
ADE2,2023-09-08 07:00:00+00:00,2023,10.6,0.4,1.0,119.6,91.8,17.4,-9.1,7.8,8.0,8.5,9.5,4.4,5.2
ADE2,2023-09-08 07:30:00+00:00,2023,10.7,0.6,1.3,115.0,92.8,11.9,-9.4,7.8,8.6,9.0,10.0,11.4,6.2
ADE2,2023-09-08 08:00:00+00:00,2023,12.5,0.5,1.2,122.6,87.5,17.9,-9.6,8.1,14.5,13.0,13.9,93.8,12.1
ADE2,2023-09-08 08:30:00+00:00,2023,13.9,0.5,0.9,119.7,82.7,11.0,-13.3,9.0,18.2,15.5,16.1,128.3,15.6
ADE2,2023-09-08 09:00:00+00:00,2023,14.2,0.1,2.3,19.2,85.1,64.4,-17.7,9.9,19.1,16.8,17.7,159.1,17.7
ADE2,2023-09-08 09:30:00+00:00,2023,14.6,0.2,1.7,40.0,79.7,67.0,-14.3,11.2,20.1,17.4,18.2,170.8,18.9
ADE2,2023-09-08 10:00:00+00:00,2023,14.6,0.4,1.3,219.8,82.4,30.4,-18.0,12.4,20.1,17.7,18.6,158.2,18.8
ADE2,2023-09-08 10:30:00+00:00,2023,15.1,0.2,2.1,255.0,79.5,52.2,-20.7,13.2,18.8,16.9,17.7,133.5,18.0
ADE2,2023-09-08 11:00:00+00:00,2023,14.6,1.3,3.2,316.5,86.3,21.0,-15.1,13.8,18.6,16.9,17.4,136.4,19.0
ADE2,2023-09-08 11:30:00+00:00,2023,14.7,1.5,3.2,313.7,84.5,24.2,-16.9,14.2,18.2,16.9,17.3,135.6,18.9
ADE2,2023-09-08 12:00:00+00:00,2023,14.7,1.2,3.4,309.3,84.7,27.4,-16.9,14.2,16.5,15.9,16.3,85.1,16.7
ADE2,2023-09-08 12:30:00+00:00,2023,15.3,1.2,3.7,306.3,81.5,28.5,-17.4,14.4,19.5,17.8,18.2,158.0,20.0
ADE2,2023-09-08 13:00:00+00:00,2023,15.1,0.9,3.3,296.9,84.6,33.7,-15.0,14.7,18.0,16.7,17.0,107.3,18.0
ADE2,2023-09-08 13:30:00+00:00,2023,15.0,1.3,2.8,310.4,88.7,22.1,-18.7,14.8,19.3,17.6,17.9,141.1,20.1
ADE2,2023-09-08 14:00:00+00:00,2023,14.6,0.7,2.5,310.6,93.2,17.9,-17.1,15.1,17.1,16.1,16.2,73.9,17.4
ADE2,2023-09-08 14:30:00+00:00,2023,14.0,0.6,2.0,314.7,94.9,12.0,-18.9,14.9,14.9,14.5,14.7,26.5,14.3
ADE2,2023-09-08 15:00:00+00:00,2023,13.8,0.5,1.7,328.6,98.9,27.4,-17.8,14.7,15.1,14.6,14.7,38.2,14.9
ADE2,2023-09-08 15:30:00+00:00,2023,13.6,0.2,1.8,287.8,99.0,59.6,,14.6,14.4,14.1,14.1,20.9,13.8
ADE2,2023-09-08 16:00:00+00:00,2023,13.8,0.4,1.9,304.4,98.5,51.9,-14.2,14.5,15.4,14.7,14.8,39.2,15.1
ADE2,2023-09-08 16:30:00+00:00,2023,13.5,0.7,2.9,307.3,99.7,25.6,-20.2,14.5,14.4,14.1,14.0,25.1,14.4
ADE2,2023-09-08 17:00:00+00:00,2023,13.2,0.2,1.9,290.3,99.9,53.2,-20.8,14.4,13.7,13.5,13.5,12.5,13.4
ADE2,2023-09-08 17:30:00+00:00,2023,13.0,0.3,1.7,342.6,100.0,43.8,-20.0,14.1,13.0,13.1,13.0,3.2,12.6
ADE2,2023-09-08 18:00:00+00:00,2023,12.9,0.1,1.1,252.6,99.9,20.7,-18.5,13.8,12.9,13.0,12.8,1.0,12.7
ADE2,2023-09-08 18:30:00+00:00,2023,12.8,0.2,1.3,282.2,99.9,22.1,-15.0,13.6,12.7,12.8,12.7,0.1,12.4
ADE2,2023-09-08 19:00:00+00:00,2023,12.6,0.1,1.3,279.1,99.9,30.6,-20.5,13.3,12.0,12.2,12.3,-0.0,11.0
ADE2,2023-09-08 19:30:00+00:00,2023,12.2,0.4,1.3,106.4,99.9,21.6,-17.4,12.9,11.4,11.7,11.9,-0.0,10.1
ADE2,2023-09-08 20:00:00+00:00,2023,11.9,0.1,1.6,154.9,100.0,47.2,-17.8,12.5,10.5,11.1,11.5,-0.0,8.6
ADE2,2023-09-08 20:30:00+00:00,2023,11.6,0.1,1.2,97.5,100.0,49.9,-18.5,12.1,10.5,11.0,11.2,-0.0,9.0
ADE2,2023-09-08 21:00:00+00:00,2023,11.5,0.6,1.5,139.6,99.9,16.3,-19.8,11.9,11.2,11.4,11.3,-0.0,10.7
ADE2,2023-09-08 21:30:00+00:00,2023,11.3,0.7,2.1,133.1,99.9,41.8,-20.0,11.9,11.0,11.2,11.1,-0.0,10.7
ADE2,2023-09-08 22:00:00+00:00,2023,13.6,1.7,6.2,130.9,80.1,40.8,-19.6,11.7,11.0,11.7,12.8,-0.0,10.2
ADE2,2023-09-08 22:30:00+00:00,2023,14.6,4.5,7.7,123.2,65.2,16.9,-20.5,11.4,12.7,13.3,13.9,-0.0,10.6
ADE2,2023-09-08 23:00:00+00:00,2023,14.7,4.9,7.8,124.1,57.8,12.8,-16.6,11.2,12.8,13.3,13.9,-0.0,10.4
ADE2,2023-09-08 23:30:00+00:00,2023,14.5,4.4,6.3,126.9,57.7,10.3,-17.6,10.9,12.7,13.2,13.8,-0.0,10.2
ADE2,2023-09-09 00:00:00+00:00,2023,14.2,2.6,5.8,125.1,57.9,13.9,-12.3,10.7,12.0,12.6,13.4,-0.0,9.3
ADE2,2023-09-09 00:30:00+00:00,2023,13.4,0.8,3.0,138.5,64.3,28.5,-13.8,10.5,10.2,11.1,12.4,-0.0,7.4
ADE2,2023-09-09 01:00:00+00:00,2023,11.9,0.2,1.3,138.7,75.3,39.9,-10.1,10.1,7.8,9.1,10.4,-0.0,4.9
ADE2,2023-09-09 01:30:00+00:00,2023,11.3,0.2,1.1,162.2,76.8,25.7,-9.4,9.7,7.2,8.6,9.9,-0.0,4.4
ADE2,2023-09-09 02:00:00+00:00,2023,10.9,0.6,1.2,119.2,78.8,16.4,-9.0,9.4,6.8,8.2,9.4,-0.0,4.1
ADE2,2023-09-09 02:30:00+00:00,2023,11.0,0.6,1.2,120.3,75.7,15.8,-8.8,9.1,7.2,8.4,9.5,-0.0,4.0
ADE2,2023-09-09 03:00:00+00:00,2023,11.0,0.6,1.4,124.3,70.5,19.2,-9.8,8.8,6.7,8.1,9.3,-0.0,3.6
ADE2,2023-09-09 03:30:00+00:00,2023,10.9,0.6,1.3,126.8,68.3,17.0,-9.0,8.6,6.3,7.7,9.0,-0.0,3.4
ADE2,2023-09-09 04:00:00+00:00,2023,10.7,0.8,1.5,117.3,69.7,14.4,-14.0,8.3,6.3,7.6,8.8,-0.0,3.5
ADE2,2023-09-09 04:30:00+00:00,2023,10.7,0.6,1.4,117.7,71.3,16.6,-14.3,8.1,6.2,7.6,8.7,-0.0,3.5
ADE2,2023-09-09 05:00:00+00:00,2023,10.4,0.7,1.4,115.0,73.7,19.2,-9.7,7.9,6.1,7.3,8.5,0.2,3.1
ADE2,2023-09-09 05:30:00+00:00,2023,10.4,0.8,1.3,118.2,76.7,8.7,-9.3,7.7,6.5,7.6,8.6,1.4,3.5
ADE2,2023-09-09 06:00:00+00:00,2023,10.4,0.8,1.6,111.3,80.7,18.8,-9.1,7.6,7.1,7.9,8.9,2.5,4.1
ADE2,2023-09-09 06:30:00+00:00,2023,10.6,0.7,1.4,114.3,75.5,16.6,-8.2,7.6,7.0,7.9,9.0,3.1,4.2
ADE2,2023-09-09 07:00:00+00:00,2023,10.2,0.7,1.2,123.4,74.4,14.8,-9.0,7.6,6.8,7.7,8.8,3.6,4.2
ADE2,2023-09-09 07:30:00+00:00,2023,10.5,0.7,1.2,118.2,72.7,14.5,-9.0,7.5,7.2,8.1,9.2,4.2,4.6
ADE2,2023-09-09 08:00:00+00:00,2023,12.8,0.8,1.7,109.0,61.2,13.0,-12.0,7.7,14.0,12.7,13.8,96.3,11.1
ADE2,2023-09-09 08:30:00+00:00,2023,14.6,0.1,1.3,18.6,63.1,58.0,-16.2,8.5,18.3,16.3,17.6,129.2,15.5
ADE2,2023-09-09 09:00:00+00:00,2023,15.1,0.2,1.3,32.8,60.2,59.5,-18.6,9.3,19.6,17.2,18.2,145.1,17.1
ADE2,2023-09-09 09:30:00+00:00,2023,14.8,0.6,2.3,324.1,78.7,19.1,-16.7,10.2,19.4,17.3,18.3,157.4,18.7
ADE2,2023-09-09 10:00:00+00:00,2023,14.4,0.8,1.9,311.8,86.1,28.2,-18.5,11.4,19.4,17.2,18.0,167.5,19.8
ADE2,2023-09-09 10:30:00+00:00,2023,15.0,0.5,1.9,287.1,82.8,38.5,-19.2,12.5,20.2,17.9,18.6,176.8,20.6
ADE2,2023-09-09 11:00:00+00:00,2023,15.0,1.0,3.0,309.0,80.3,35.2,-19.8,13.4,20.5,18.1,18.8,182.9,21.2
ADE2,2023-09-09 11:30:00+00:00,2023,15.6,1.1,3.7,313.0,69.9,25.9,-19.1,14.2,20.7,18.8,19.5,182.7,21.4
ADE2,2023-09-09 12:00:00+00:00,2023,15.8,1.4,3.5,322.8,68.3,23.8,-19.9,14.8,19.6,18.7,19.2,157.8,20.8
ADE2,2023-09-09 12:30:00+00:00,2023,15.6,1.6,4.2,322.9,70.8,19.2,-19.1,15.0,19.0,17.7,18.1,122.2,18.7
ADE2,2023-09-09 13:00:00+00:00,2023,15.7,2.0,4.3,316.8,77.2,20.3,-19.6,15.0,20.0,18.4,18.9,160.5,20.4
ADE2,2023-09-09 13:30:00+00:00,2023,15.8,1.1,3.3,287.9,86.3,33.8,-19.9,15.3,20.4,18.5,18.8,140.5,20.5
ADE2,2023-09-09 14:00:00+00:00,2023,14.8,0.6,2.1,314.4,88.2,17.6,-21.9,15.4,16.1,15.5,15.7,43.4,15.8
ADE2,2023-09-09 14:30:00+00:00,2023,14.4,0.3,1.2,314.4,94.1,20.6,-19.1,15.1,15.2,14.7,15.0,27.0,14.6
ADE2,2023-09-09 15:00:00+00:00,2023,14.1,0.4,1.3,318.0,96.9,10.1,-18.6,14.7,14.6,14.2,14.6,25.1,13.7
ADE2,2023-09-09 15:30:00+00:00,2023,14.1,0.4,2.2,312.2,97.9,14.7,-16.0,14.4,15.1,14.6,15.0,33.9,14.3
ADE2,2023-09-09 16:00:00+00:00,2023,13.8,0.2,2.0,273.2,99.7,50.4,-15.4,14.4,14.8,14.3,14.5,25.3,14.0
ADE2,2023-09-09 16:30:00+00:00,2023,13.4,0.3,1.7,113.1,99.1,41.8,-18.5,14.3,13.9,13.7,13.8,14.7,13.2
ADE2,2023-09-09 17:00:00+00:00,2023,13.1,0.2,2.7,348.2,99.5,60.9,-15.0,14.1,13.4,13.3,13.3,6.8,12.9
ADE2,2023-09-09 17:30:00+00:00,2023,13.0,0.2,1.2,312.1,99.9,23.3,-14.6,13.8,12.8,12.8,12.9,3.2,12.0
ADE2,2023-09-09 18:00:00+00:00,2023,12.9,0.1,1.4,319.2,99.9,42.7,-17.2,13.5,12.4,12.6,12.7,1.2,11.4
ADE2,2023-09-09 18:30:00+00:00,2023,12.7,0.2,0.9,74.8,99.9,32.9,-14.0,13.2,12.3,12.5,12.5,0.1,11.6
ADE2,2023-09-09 19:00:00+00:00,2023,12.5,0.1,1.1,116.5,100.0,39.1,-19.3,12.9,11.0,11.6,12.1,-0.0,8.8
ADE2,2023-09-09 19:30:00+00:00,2023,12.4,0.2,0.7,106.1,100.0,24.8,-21.7,12.4,10.8,11.3,12.0,-0.0,8.9
ADE2,2023-09-09 20:00:00+00:00,2023,12.5,0.4,1.3,125.7,97.9,38.6,-22.5,12.1,10.6,11.3,12.1,-0.0,9.1
ADE2,2023-09-09 20:30:00+00:00,2023,12.2,0.4,1.4,116.8,96.2,35.5,-19.3,11.7,9.7,10.4,11.4,-0.0,7.4
ADE2,2023-09-09 21:00:00+00:00,2023,12.0,0.5,1.3,113.9,95.4,24.1,-19.0,11.3,9.1,9.9,10.9,-0.0,6.6
ADE2,2023-09-09 21:30:00+00:00,2023,12.1,0.7,1.3,102.1,93.0,14.0,-18.7,10.9,9.1,9.8,10.7,-0.0,6.6
ADE2,2023-09-09 22:00:00+00:00,2023,12.2,0.9,1.6,111.5,91.0,15.9,-19.9,10.5,9.2,10.1,11.0,-0.0,6.6
ADE2,2023-09-09 22:30:00+00:00,2023,12.2,0.5,1.4,99.5,88.3,20.9,-21.3,10.2,8.9,9.8,11.0,-0.0,6.3
ADE2,2023-09-09 23:00:00+00:00,2023,12.0,0.8,1.4,102.3,87.7,16.9,-20.6,10.0,8.9,9.7,10.8,-0.0,6.1
ADE2,2023-09-09 23:30:00+00:00,2023,11.9,0.6,1.4,106.6,86.4,24.1,-18.7,9.7,8.4,9.5,10.7,-0.0,5.4
ADE2,2023-09-10 00:00:00+00:00,2023,12.0,0.9,1.5,90.1,86.3,13.6,-19.2,9.5,8.9,9.8,10.9,-0.0,5.9
ADE2,2023-09-10 00:30:00+00:00,2023,12.2,0.8,1.9,80.9,84.8,14.9,-17.5,9.3,8.8,9.7,10.8,-0.0,5.9
ADE2,2023-09-10 01:00:00+00:00,2023,11.9,0.7,1.3,72.5,85.7,14.9,-18.8,9.1,9.0,9.9,11.1,-0.0,5.7
ADE2,2023-09-10 01:30:00+00:00,2023,11.8,0.7,1.4,76.3,86.1,29.2,-17.5,9.0,9.2,10.1,11.1,-0.0,5.8
ADE2,2023-09-10 02:00:00+00:00,2023,11.8,1.2,2.4,115.4,86.2,21.5,-16.0,8.9,9.2,9.9,10.9,-0.0,6.4
ADE2,2023-09-10 02:30:00+00:00,2023,11.7,0.6,2.0,125.9,84.1,23.8,-19.0,8.8,8.6,9.3,10.4,-0.0,5.9
ADE2,2023-09-10 03:00:00+00:00,2023,11.1,0.4,1.2,113.4,84.8,22.0,-12.8,8.6,7.3,8.4,9.7,-0.0,4.1
ADE2,2023-09-10 03:30:00+00:00,2023,11.3,0.6,2.1,150.5,78.4,34.5,-12.5,8.4,7.3,8.4,9.7,-0.0,4.3
ADE2,2023-09-10 04:00:00+00:00,2023,11.0,0.7,1.7,115.3,79.8,14.1,-10.5,8.2,7.0,8.0,9.2,-0.0,3.8
ADE2,2023-09-10 04:30:00+00:00,2023,10.8,0.8,1.8,110.0,78.9,11.8,-16.3,8.0,7.0,7.8,8.9,-0.0,3.7
ADE2,2023-09-10 05:00:00+00:00,2023,10.6,0.8,1.6,103.5,79.7,12.1,-11.0,7.8,7.0,8.0,9.2,0.2,3.3
ADE2,2023-09-10 05:30:00+00:00,2023,10.6,0.7,1.6,105.4,78.8,11.4,-13.7,7.7,6.9,7.9,9.1,1.3,3.5
ADE2,2023-09-10 06:00:00+00:00,2023,10.5,0.6,1.3,113.2,81.2,16.2,-13.6,7.6,7.2,8.0,9.3,2.4,3.8
ADE2,2023-09-10 06:30:00+00:00,2023,10.8,0.7,1.5,106.3,76.9,12.4,-11.2,7.5,7.4,8.2,9.4,3.0,4.4
ADE2,2023-09-10 07:00:00+00:00,2023,10.7,0.6,1.5,109.4,76.7,13.5,-11.4,7.5,7.3,8.1,9.3,3.5,4.4
ADE2,2023-09-10 07:30:00+00:00,2023,10.8,0.5,1.5,117.1,72.2,13.1,-11.2,7.5,7.0,8.0,9.3,4.0,4.2
ADE2,2023-09-10 08:00:00+00:00,2023,12.6,0.6,1.4,121.4,64.5,22.2,-17.2,7.6,13.8,12.6,13.8,94.7,10.6
ADE2,2023-09-10 08:30:00+00:00,2023,14.2,0.1,1.0,66.3,63.8,56.6,-14.4,8.4,17.6,15.9,17.0,127.3,14.9
ADE2,2023-09-10 09:00:00+00:00,2023,14.5,0.1,1.3,58.1,66.5,68.2,-21.2,9.2,18.7,16.5,17.4,143.1,16.4
ADE2,2023-09-10 09:30:00+00:00,2023,14.8,0.1,1.5,42.2,68.5,73.4,-16.8,10.2,19.4,16.9,17.6,157.3,17.9
ADE2,2023-09-10 10:00:00+00:00,2023,15.3,0.1,2.3,68.5,66.7,72.7,-18.9,11.4,20.5,17.9,18.8,168.4,19.1
ADE2,2023-09-10 10:30:00+00:00,2023,14.4,0.9,2.5,319.6,79.4,21.2,-18.0,12.4,19.6,17.6,18.2,177.5,20.3
ADE2,2023-09-10 11:00:00+00:00,2023,15.0,1.5,3.5,321.0,68.6,21.1,-20.3,13.1,20.2,18.1,18.6,188.3,20.8
ADE2,2023-09-10 11:30:00+00:00,2023,15.2,1.7,3.4,325.1,66.6,18.6,-16.2,13.8,20.0,18.3,18.9,173.8,20.7
ADE2,2023-09-10 12:00:00+00:00,2023,15.1,1.4,3.8,321.4,70.4,19.0,-17.6,14.1,17.5,16.9,17.4,102.1,17.8
ADE2,2023-09-10 12:30:00+00:00,2023,15.2,1.9,4.2,326.7,74.7,18.5,-18.5,14.2,18.1,17.1,17.4,102.9,18.2
ADE2,2023-09-10 13:00:00+00:00,2023,15.6,1.8,4.8,320.8,75.7,20.6,-19.1,14.2,19.4,17.9,18.5,144.4,19.6
ADE2,2023-09-10 13:30:00+00:00,2023,15.8,1.9,4.4,318.5,74.3,21.4,-18.4,14.6,20.2,18.5,18.9,150.0,20.4
ADE2,2023-09-10 14:00:00+00:00,2023,16.1,1.1,4.1,299.5,78.5,29.9,-19.8,14.9,20.6,18.8,19.3,146.8,20.2
ADE2,2023-09-10 14:30:00+00:00,2023,15.9,0.8,2.3,302.4,78.9,31.9,-20.4,15.2,19.1,17.6,18.1,96.4,17.9
ADE2,2023-09-10 15:00:00+00:00,2023,14.6,0.3,1.3,298.7,87.2,22.3,-18.1,14.9,14.7,14.4,14.7,17.3,13.5
ADE2,2023-09-10 15:30:00+00:00,2023,14.1,0.5,2.0,314.6,94.3,10.9,-22.8,14.5,14.6,14.3,14.5,22.4,14.1
ADE2,2023-09-10 16:00:00+00:00,2023,13.8,0.3,1.5,323.6,95.7,44.0,-18.0,14.4,14.3,14.0,14.2,16.0,13.5
ADE2,2023-09-10 16:30:00+00:00,2023,13.3,0.1,1.6,2.4,99.3,67.8,-13.5,14.1,13.2,13.1,13.3,10.3,12.1
ADE2,2023-09-10 17:00:00+00:00,2023,13.1,0.2,0.8,106.0,100.0,37.6,-18.0,13.7,12.9,12.8,13.1,9.0,11.9
ADE2,2023-09-10 17:30:00+00:00,2023,12.9,0.3,1.2,312.6,100.0,7.2,-25.8,13.5,12.9,12.9,12.8,3.6,12.4
ADE2,2023-09-10 18:00:00+00:00,2023,12.9,0.1,0.8,295.0,99.8,22.9,-25.8,13.3,12.6,12.7,12.8,1.1,11.7
ADE2,2023-09-10 18:30:00+00:00,2023,13.0,0.1,0.7,162.6,97.5,28.4,-23.4,13.0,12.0,12.4,12.7,0.1,10.3
ADE2,2023-09-10 19:00:00+00:00,2023,12.8,0.1,0.6,152.5,95.4,21.6,-22.7,12.6,10.6,11.2,12.1,-0.0,7.9
ADE2,2023-09-10 19:30:00+00:00,2023,12.6,0.6,1.1,100.1,95.5,7.1,-15.1,12.0,10.2,10.8,11.7,-0.0,7.8
ADE2,2023-09-10 20:00:00+00:00,2023,12.3,0.6,1.4,100.1,94.9,9.3,-14.4,11.6,9.9,10.5,11.3,-0.0,7.5
ADE2,2023-09-10 20:30:00+00:00,2023,12.1,0.5,1.2,106.6,94.9,25.2,-16.2,11.2,9.4,10.2,11.1,-0.0,6.6
ADE2,2023-09-10 21:00:00+00:00,2023,12.1,0.7,1.3,97.2,94.4,12.5,-16.5,10.8,9.7,10.3,11.2,-0.0,6.8
ADE2,2023-09-10 21:30:00+00:00,2023,12.1,0.7,1.4,82.9,91.9,17.1,-15.2,10.5,9.5,10.1,11.0,-0.0,7.0
